speaker,text,target,sentiment,category,summary
박나언,"아, 나 아까부터 한 2인 워크네이 혜은이가 술에 많이 취했었어요. 그래서 형규랑 계속 좀 가까이 있고 근데 알아보세요?",성해은,neutral,observation,"박나언은 성해은이 술에 취해 정현규와 가까이 있었다는 사실을 언급하며, 상대방이 이를 알고 있는지 질문하고 있다."
남희두,도대체 인터뷰 없죠?,,neutral,question,인터뷰 진행 여부를 묻는 질문
남희두,과연 그의 대응은 어떨까?,,neutral,general,"남희두의 발화는 특정 인물이나 감정을 직접적으로 드러내지 않으며, 상황에 대한 궁금증을 표현하는 중립적인 발언입니다."
김태이,남자 됐어요.,김태이,neutral,statement,김태이가 자신의 변화를 언급하는 발언.
정규민,영상편집 및 자료조사 김지경 어려운 거 아니에요?,김지수,neutral,question,김지수가 하는 영상편집 및 자료조사가 어려운 일인지 묻는 질문
박나언,와\~\~ 자잘자잘하게 스킨십하는 모습들이 보이더라고요 그걸 보면서 계속 기분이 안 좋긴 했어요 쯔쯔!,,negative,emotion_polarity,다른 커플의 스킨십을 보며 기분이 안 좋았다고 언급하며 부정적인 감정을 드러냄.
김지수,쯔쯔!,,neutral,reaction,감탄사
김지수,채비랑 티스.,,neutral,unclassified,채비와 티스라는 단어 언급
이지연,"아, 이게 어려운데?",,neutral,unclassified,이지연이 상황의 어려움을 인지하는 발언
정현규,그 돈은 신경 안 쓰였거든요.,,neutral,statement,정현규는 돈에 대해 신경 쓰지 않았다고 진술함
정현규,그런데 옆에 있는 규민이 형이 신경이 쓰였죠.,정규민,negative,attention,정현규가 정규민을 신경쓰는 감정을 드러냄
정규민,와우.,,neutral,reaction,감탄사
박나언,저렇게 대놓고 뭔가 스킨십을 하고 가까이 있는 게 보기가 저는 힘들긴 하더라고요 그런 모습들을 최대한 보지 않으려고 했고 그리고 봐도 티내지 않으려고 많이 노력했어요 조금은 혜연이가 신경 쓰이고 그래서 조심하는 부분들이 계속 생겼었는데 혜연이는 그런 부분들을 조심하거나 하는 것 같지 않아서 서운하기도 하고 질투가 나기도 하고 내가 질투가 난다는 마음을 표현하려고 했지만 믿고 싶지 않았어요.,성해은,negative,emotion_polarity,"박나언은 다른 커플의 스킨십에 불편함을 느끼고 성해은을 신경 쓰며 질투심을 느껴 서운함을 느꼈지만, 질투심을 인정하고 싶지 않아했다."
이나연,난 이제 그럼 잘게.,,neutral,일상,잠을 청하겠다는 발언.
박나언,나도 같이 들어가서 자다.,,neutral,relationship,박나언이 누군가와 함께 자고 싶다는 의사를 표현함.
이나연,잔다고?,,neutral,question,상대방의 상태를 확인하는 질문
박나언,나도 들어가야겠다.,,neutral,none,박나언이 대화에 참여하겠다는 의사를 표현함.
김지수,"어우, 언니 괜찮아?",성해은,positive,sympathy,"상대방의 상태를 걱정하며 안부를 묻는 발언으로, 긍정적인 감정을 표현하고 있다."
정규민,"수치 없어? 나 언제 들어왔는지 기억나? 언니 언제 기억나? 나 어제 어떻게 들어왔어? 나는 헝거 게임이라는 줄 알았거든? 계속? 왜? 현규잖아 헝거! 일이 없어, 일이 없어.",정현규,neutral,reminiscence,"정규민은 과거의 기억을 떠올리며, 특히 어제 어떻게 들어왔는지에 대한 궁금증을 표현하고 있다. 또한 '헝거 게임'에 비유하며 상황에 대한 혼란스러움을 드러내고, 정현규를 언급하며 특정 상황에 대한 인식을 나타낸다."
정규민,아 미친! 석유 미쳐!,,neutral,None,감탄사
정규민,"내가 너무 손이 시려워서 이러지 않았어? 언니 혹시 형들 손 따뜻해? 진짜 따뜻해, 언니 근데 좋지? 향기가? 아니, 언니가 향기 좋아.",이나연,positive,relation,"정규민이 이나연에게 형들의 손이 따뜻한지 물어보며 호감을 표현하고, 이나연이 향기를 좋아하는 것을 언급하며 친밀감을 드러냄."
정규민,이제 모두가 알게 됐어.,,neutral,general,"상황에 대한 언급으로, 특정 인물이나 감정을 직접적으로 드러내지 않음"
정규민,"사람도 다 했는데, 일단 언니는 헌 것밖에 안 잡고 한국.. 한국 게임밖에 안 하고 너무 습격이다.",성해은,negative,general,"언니에 대한 부정적인 감정을 드러내며, 언니의 게임 취향에 대한 불만을 표현하고 있다."
김지수,남아있는데?,,neutral,none,김지수가 특정 대상이나 감정을 드러내지 않고 단순히 질문을 던지는 발화
이지연,이게 뭐야!,,neutral,unclassified,화자가 특정 대상 없이 놀라움을 표현하는 발언
김태이,억울!,,negative,emotion_expression,"""억울함""을 직접적으로 표현한 발화"
이지연,나오자마자 이런 장면이 나온다고? 이거 진짜 드라마에서잖아.,,neutral,reaction,이지연이 현재 상황이 드라마 같다고 반응하며 놀라움을 표현함.
박원빈,"너무 귀여워. 아침에 눈 떴는데 화장실에서 나오는 거 보고 이렇게 하고 있어, 어떡해.",,positive,emotion_expression,화자가 누군가를 보고 '너무 귀여워'라고 감탄하며 긍정적인 감정을 표현함.
정현규,너무 드라마 같아.,,neutral,general,정현규가 상황이 드라마 같다고 언급함
박원빈,"아, 근데 너무 귀여워 와..",,positive,admiration,상대방에 대한 귀여움을 표현하는 발언
김지수,"나 이러고 나갔는데 지금 민경아 왜 갑자기 밖에 있어? 나 언니 귀여워. 아니, 이렇게.",이나연,positive,admiration,"김지수가 자신의 외출 모습에 대해 이야기하며, 이나연을 귀엽다고 칭찬하고 있다."
남희두,네!,,neutral,response,상대방의 질문에 대한 긍정 응답
남희두,누구세요?,,neutral,question,자신을 소개하는 질문
이지연,저예요.,이지연,neutral,self_reference,자신을 지칭하는 발언
남희두,어? 왜?,,neutral,question,상대방의 행동이나 상황에 대한 이유를 묻는 질문
이지연,왜 도망가?,,negative,갈등,상대방의 회피 행동에 대한 불쾌감 또는 당혹감을 드러내는 발언
성해은,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ 어떡해 봤네. 뭐야? 귀환이 소설 보는 것 같아, 지금.",,positive,reaction,성해은이 상황을 재미있어하며 '귀환 소설'에 비유하는 긍정적 반응을 보임.
정현규,"귀엽다, 이거. 와, 나 가슴 깊숙한 곳에 멜로 있었네. 없었는 줄 알았더니. 죽은 줄 알았거든. 나 죽은 줄 알았는데 있었어, 있었어. 아, 있었어.",정현규,positive,자기 감정,자신에게 멜로 감정이 살아있음을 깨닫고 놀라워하며 기뻐함.
이지연,나도 이런 경험 웃고 싶다.,,positive,general,자신의 긍정적인 경험에 대한 희망을 표현하는 발언
성해은,왜 도망가? 여기는 드라마네?,,neutral,question,상대방에게 도망가는 이유를 묻고 드라마 상황에 대한 의문을 제기하는 발언
김태이,나가 있었어. 어디 나왔어?,,neutral,question,상대방의 행방을 묻는 질문
남희두,저 시계가 어디서요?,,neutral,question,남희두가 시계의 출처를 묻는 질문
김태이,나. 누나가 어제 잘 취했어.,,neutral,observation,김태이가 누나의 취한 상태를 언급함.
남희두,헝거 헝거.,,neutral,unclassified,This utterance is not classifiable based on the given criteria.
김태이,형규 이름을 못 불러가지고 헝구가 헝구였대요.,정현규,neutral,event_reporting,김태이가 정현규의 이름을 잘못 불렀던 에피소드를 언급함
이지연,"헝구야, 내 이름은.",이지연,neutral,identity,자신의 이름을 밝히는 발언
김태이,"홍보요, 홍보.",,neutral,other,홍보 관련 언급
박원빈,너무 사이트 어떡해. 미쳤나봐. 왜 이렇게 어른이야? 근데 너무 멋있다!,,positive,appearance_praise,박원빈이 누군가(남성으로 추정)를 보고 '어른스럽고 멋있다'며 외모에 대한 긍정적 감탄을 표현함.
박원빈,진짜 딱 지켜주는 거 봐 뭐야? 대박인데?,,positive,observation,누군가를 지켜주는 행동에 대한 감탄을 표현하는 발언
정현규,너무 멋있는데? 진짜 멋있다.,,positive,admiration,상대방의 외모나 행동에 대한 감탄을 표현하는 발언
이지연,"그런 게 없었어. 헝구야, 내 이름은 홍보요, 홍보.",이지연,neutral,self_introduction,"이지연이 자신의 이름을 홍보라고 소개하며, 특정 상황이나 대상에 대한 언급은 없습니다."
남희두,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 귀엽지?,,positive,general,상대방에 대해 귀엽다고 표현하며 호감을 드러냄.
성해은,그런 적이 없어서 기억이 안 나는데 오케이 오케이 가자!,,neutral,response,상대방의 제안에 동의하며 함께 가자는 긍정적인 반응을 보임
성해은,아니? 나 안 갈래 네. 한 잔만 더 오빠 어떤데? 물어보자 뭐를? 고마움을!,,positive,initiative,"상대방에게 호감을 표현하며 함께 시간을 보내고 싶어하고, 고마움을 표현하자는 발언을 통해 관계를 주도하려는 의지를 드러냄."
정현규,나 혜연 누나랑 물렁한데 놀려고 하는데 와 대단하다. 세네.,박혜연,positive,general,"정현규가 혜연과의 관계에 대해 긍정적인 감정을 표현하며, 혜연을 칭찬함."
성해은,세다. 혜윤 씨 입장으로 보면 너무 멋있다. 너무 멋있지.,이나연,positive,appreciation,이나연에 대한 긍정적 감정 표현 (멋있다)
김태이,내 남자라면.,,neutral,statement,김태이가 '내 남자라면'이라고 발언함.
성해은,술 가지러 왔어?,,neutral,question,술을 가지러 왔는지 묻는 질문
이지연,응. 오오오 같이 하자 도는 거 아니야?,,neutral,relationship,"이지연이 '같이 하자'라는 말에 대해 언급하며, 짝이 도는 상황에 대한 가능성을 제기하고 있다."
이지연,방에서 더 멋있죠?,,positive,appearance_evaluation,외모에 대한 긍정적 평가를 묻는 발언
김지수,좀 더 누르고 있었죠?,,neutral,relationship,상대방의 감정을 떠보는 질문
이지연,뭐..,,neutral,none,"단순한 감탄사로, 특정 대상이나 감정을 드러내지 않음"
남희두,괜찮아요. 오빠 지금 이러고 하는 거 아니야?,,neutral,statement,남희두는 상대방에게 괜찮은지 물으며 현재 상황에 대한 질문을 던짐.
이지연,누구랑 더 마실라고?,,neutral,question,누구와 술을 더 마실 것인지 묻는 질문
이지연,왜?,,neutral,question,상대방에게 이유를 묻는 질문
남희두,왜? 뭐가 왜?,,neutral,question,상대방의 행동이나 상황에 대한 이유를 묻는 질문
이지연,내가 왜 전화하는 줄 알았어?,,neutral,question,상대방에게 전화한 이유를 알고 있는지 묻는 질문
남희두,뭔 소리세요 당연한 거죠 그거는 당연한 거라고? 그건 당연한 거죠. 그때까지는 긴가민가했죠 그냥 지연이랑 시간 보내고 나서 또 나랑도 시간 보내고 싶구나 그런 마음이었고 뭐지 싶은 마음이었어요 그냥 오른쪽!,김지수,neutral,relationship,"남희두는 김지수와 이지연 사이에서 김지수가 자신과 시간을 보내고 싶어하는 마음에 긴가민가했다고 말하며, 이후의 상황에 대한 궁금증을 드러냄."
이지연,누나 아..,,neutral,unclassified,"화자가 특정 대상에게 말을 걸기 위해 운을 떼는 발화로 보이나, 발화 내용이 불완전하므로 감정이나 의도를 특정하기 어렵습니다."
남희두,신발 왜 이렇게 많아?,,neutral,question,남희두가 신발이 많은 이유에 대해 질문하는 발화
이지연,안 될 거야.,,negative,uncertainty,화자는 불확실하거나 부정적인 전망을 내비치고 있다.
이지연,오늘 너무너무 심심했거든 응. 밥 먹을 사람도 없고 그래서 나는 약간 내일 밥같이 먹자가 그런 의미인지 몰랐어 오 그래?,,neutral,statement,"이지연은 오늘 심심했으며, 내일 밥을 같이 먹자는 제안의 의미를 몰랐다고 진술함."
이지연,"변명일 수도 있고 아닐 수도 있고, 누나 믿기는 나름인데, 아, 그래?",,neutral,statement,상대방의 말을 듣고 반응하는 중립적인 발언.
남희두,음.,,neutral,response,단순 응답
남희두,"예, 나는 아까도 너가 지연이랑 들어가는 모습 보고, 되게 좀 그랬거든. 그치?",이지연,negative,attention,남희두가 이지연과 함께 있는 모습을 보고 질투심을 느꼈음을 표현하는 발언
이지연,"나는 말한 이유가 그거였어, 돌아오겠다.",,neutral,statement,"이지연은 돌아오겠다고 말한 이유를 언급하며, 특정 상황이나 대상에 대한 언급 없이 자신의 의사를 전달하고 있다."
남희두,"잠깐 얘기하고 올게, 음, 맞아, 나한테 그렇게 얘기했지.",,neutral,relationship,대화 상황에서 남희두가 누군가와 잠시 이야기를 나누고 오겠다는 발언과 상대방이 자신에게 했던 말을 상기시키는 내용.
